,Timestamp,ID,Temperature(celsius),Target_Temperature(celsius),Power,PowerConsumption,ContentType,O2,CO2,Time_Door_Open,Maintenance_Required,Defrost_Cycle
0,2019-09-04 T15:31 Z,101,4.470475412167156,4,14.490262612295936,16.642943798380433,3,26.764241727778398,4.399404542040211,32.83331025419264,0,2
1,2019-09-04 T15:46 Z,101,6.432355625552253,4,13.685369314401193,30.328313112781625,3,19.05439305921875,3.5921617313687926,32.08254871070347,0,5
2,2019-09-04 T16:01 Z,101,4.382501816689957,4,7.872927271736975,38.2012403845186,3,16.766289077512038,4.586091883336099,32.059170207874246,0,2
3,2019-09-04 T16:16 Z,101,4.150251934494054,4,10.58986264391752,48.79110302843612,3,25.604127126197213,2.4272788351988352,34.8297261860178,0,5
4,2019-09-04 T16:31 Z,101,6.647280750779707,4,5.910297564227005,54.70140059266312,3,18.399624776000643,-1.4371933771496668,28.96272144083849,0,3
5,2019-09-04 T16:46 Z,101,1.8917355174053574,4,5.100990374881666,59.80239096754479,3,17.551583891856993,6.652393913071212,28.653911035517396,0,4
6,2019-09-04 T17:01 Z,101,1.8917355174053574,4,0.0,56.24786436487676,3,19.62748003225387,4.479747286808861,29.571999980115717,0,1
7,2019-09-04 T17:16 Z,101,3.4917355174053575,4,0.0,66.33045189373024,3,28.25454044236522,5.126703832452625,29.903644038457436,0,2
8,2019-09-04 T17:31 Z,101,5.891735517405358,4,0.0,67.02203819225107,3,21.033397907567032,1.845642129305065,32.27370187668616,0,1
9,2019-09-04 T17:46 Z,101,9.091735517405358,4,0.0,68.44157472822117,3,21.658599312548617,8.20152931113674,27.825736390404312,0,2
10,2019-09-04 T18:01 Z,101,13.091735517405358,4,0.0,70.53506434172078,3,18.069009939846964,7.938222974338488,29.351758352027293,0,5
11,2019-09-04 T18:16 Z,101,17.89173551740536,4,0.0,83.95166292477784,3,21.740598913563822,3.772248532470951,31.77308835731943,0,2
12,2019-09-04 T18:31 Z,101,23.49173551740536,4,0.0,0.0,3,24.502447949587648,5.811901891004873,29.398382254826547,1,1
13,2019-09-04 T18:46 Z,101,6.796627828384096,4,0.6780578682941849,3.7243382313646096,3,22.680552962717186,6.590659521014178,27.188165941239408,0,3
14,2019-09-04 T19:01 Z,101,2.2584987992410985,4,15.204609116574648,18.928947347939257,3,21.670955594167335,9.751752936517875,30.873187330932204,0,0
15,2019-09-04 T19:16 Z,101,3.888752689928161,4,10.231043904728402,29.15999125266766,3,21.90298803965367,3.425664889486601,33.126627559238315,0,4
16,2019-09-04 T19:31 Z,101,3.9918977858261857,4,5.7510289332702484,34.91102018593791,3,16.40554668945355,2.8515517542611164,34.390440244842324,0,1
17,2019-09-04 T19:46 Z,101,2.622308035165056,4,15.660537657915924,50.57155784385383,3,19.343481721696076,4.246104756960334,27.107062393252093,0,1
18,2019-09-04 T20:01 Z,101,1.5445953839607807,4,11.869654060995877,62.44121190484971,3,22.04216473742537,0.3609693938580443,32.39190733448363,0,4
19,2019-09-04 T20:16 Z,101,7.310991313165666,4,16.319130171771892,78.7603420766216,3,16.282903699967523,-0.6803666581690164,31.100854515899066,0,1
20,2019-09-04 T20:31 Z,101,7.310991313165666,4,0.0,77.00969442045677,3,15.062646232569477,0.14770097903952184,29.873746057190118,0,1
21,2019-09-04 T20:46 Z,101,8.910991313165667,4,0.0,81.04260096031129,3,23.37172887585774,2.0917070407682843,26.504299959017434,0,1
22,2019-09-04 T21:01 Z,101,11.310991313165667,4,0.0,96.61924786236878,3,19.614102705006864,4.209027935700634,27.48040573725153,0,3
23,2019-09-04 T21:16 Z,101,14.510991313165668,4,0.0,119.11579553013533,3,22.652708611282826,1.7669612128460432,29.843909833119703,0,3
24,2019-09-04 T21:31 Z,101,18.51099131316567,4,0.0,124.11657492779725,3,21.611747547914607,4.88507242740374,31.072990471589602,0,5
25,2019-09-04 T21:46 Z,101,23.31099131316567,4,0.0,127.78970800416758,3,21.12162242808805,2.566907298013851,32.636371556884846,0,1
26,2019-09-04 T22:01 Z,101,28.91099131316567,4,0.0,0.0,3,25.458880165041265,4.624677973003334,32.43233486121452,1,1
27,2019-09-04 T22:16 Z,101,1.3300181128885282,4,9.639997028269216,25.722841660418407,3,18.978780306481163,7.707314025621165,29.195513322201307,0,5
28,2019-09-04 T22:31 Z,101,2.625284150384076,4,2.5203417544696487,28.243183414888055,3,23.737433155416788,5.053428486370025,31.210731980586818,0,1
29,2019-09-04 T22:46 Z,101,3.6276222202566997,4,7.598259844655618,35.841443259543674,3,20.993629353629085,1.2447391066949685,32.27662467877671,0,6
30,2019-09-04 T23:01 Z,101,0.7187065407937365,4,10.271743257457842,46.113186517001516,3,18.501617550704317,5.332132800505562,26.703818384595735,0,3
31,2019-09-04 T23:16 Z,101,1.1203753238879077,4,5.115128898829311,51.22831541583083,3,20.373131465544397,2.1196180295842284,25.130168307875376,0,3
32,2019-09-04 T23:31 Z,101,3.497316505544405,4,9.965781449123176,61.194096864954005,3,26.7692052232981,2.552403514475098,33.35017482363338,0,0
33,2019-09-04 T23:46 Z,101,1.2212303766924566,4,14.090632435107587,75.2847293000616,3,21.77761805529368,8.718860012459968,27.839087346621117,0,2
34,2019-09-05 T00:01 Z,101,4.491436659846401,4,14.783673807142392,90.06840310720399,3,20.572595129169923,1.4869234947513466,28.56743062161158,0,3
35,2019-09-05 T00:16 Z,101,6.373692558694321,4,12.04036315019065,102.10876625739465,3,24.463502574053173,5.1290128235153745,31.62101866997961,0,4
36,2019-09-05 T00:31 Z,101,5.11459358379492,4,11.5274898053027,113.63625606269736,3,20.561590541062735,8.340602428731044,33.35651011302817,0,5
37,2019-09-05 T00:46 Z,101,0.9712653203511028,4,15.034994595817981,128.67125065851533,3,22.277921373395966,6.131247065000487,31.568118833024148,0,2
38,2019-09-05 T01:01 Z,101,5.810052510620158,4,11.554379574454764,140.2256302329701,3,21.727285207550423,1.6310102982022237,31.07254937844512,0,3
